"Grammatical form";"Ido";"English";"English";"Esperanto";"Esperanto"
"Singular noun";"-o (libro)";"book";"book";"-o (libro)";"-o (libro)"
"Plural noun";"-i (libri)";"books";"books";"-oj (libroj)";"-oj (libroj)"
"Adjective";"-a (varma)";"warm";"warm";"-a (varma)";"-a (varma)"
"Adverb";"-e (varme)";"warmly";"warmly";"-e (varme)";"-e (varme)"
"Present tense infinitive";"-ar (irar)";"to be going";"to go";"-anti (iranti)";"-i (iri)"
"Past tense infinitive";"-ir (irir)";"to have gone";"to go";"-inti (irinti)";"-i (iri)"
"Future tense infinitive";"-or (iror)";"to be going to go";"to go";"-onti (ironti)";"-i (iri)"
"Present";"-as (iras)";"go, goes";"go, goes";"to go";"-as (iras)";"-as (iras)"
"Past";"-is (iris)";"went";"went";"to go";"-is (iris)";"-is (iris)"
"Future";"-os (iros)";"will go";"will go";"to go";"-os (iros)";"-os (iros)"
"Imperative";"-ez (irez)";"go!";"go!";"to go";"-u (iru)";"-u (iru)"
"Conditional";"-us (irus)";"would go";"would go";"to go";"-us (irus)";"-us (irus)"
